,tweet,clean,injury_report,model_predictions
756,"Domino's Pizza Lyon 3 Ouest; 256 Rue Paul Bert, 69003 Lyon, France  https://t.co/mExJglFUZN  https://t.co/t6pkpoXidI",Dominos Pizza Lyon Ouest Rue Paul Bert Lyon France httpstcomExJglFUZN httpstcotpkpoXidI,0,1
759,WHAT A BLOCK BY GIANNIS OH MY 🤯  https://t.co/Cm8QStoUaC,WHAT A BLOCK BY GIANNIS OH MY httpstcoCmQStoUaC,0,1
761,Brooks Kriske Threw FOUR Wild Pitches in the 10th Inning Last Night To Hand The Yankees Another Soul Crushing Loss in Fenway  https://t.co/njEKMzQhk5  https://t.co/X8r7RskBA4,Brooks Kriske Threw FOUR Wild Pitches th Inning Last Night To Hand The Yankees Another Soul Crushing Loss Fenway httpstconjEKMzQhk httpstcoXrRskBA,0,1
786,What a tremendous play by Dominic Smith to grab this ball back into play. Smith continues to make big strides as an outfielder.  https://t.co/uAUVcsi7V2,What tremendous play Dominic Smith grab ball back play Smith continues make big strides outfielder httpstcouAUVcsiV,0,1
799,"WATCH: Dr. Kavita Patel joins @LesterHoltNBC to discuss students returning to school, kids’ Covid-19 risk, and what families can do to stay safe and healthy.  https://t.co/UPgUdlRqiA",WATCH Dr Kavita Patel joins LesterHoltNBC discuss students returning school kids Covid risk families stay safe healthy httpstcoUPgUdlRqiA,0,1
837,"#Rays prospect Xavier Edwards added to roster for All-Star Futures Game, joins Brujan and Baz. Edwards replaces Jake Burger, who was called up by #WhiteSox",Rays prospect Xavier Edwards added roster AllStar Futures Game joins Brujan Baz Edwards replaces Jake Burger called WhiteSox,0,1
844,"Junior Guerra hasn't allowed a run in his last 3 outings (5.1 IP) and Joe Maddon said they may move him into higher leverage situations.  That's another reason the #Angels have Packy Naughton up here now, to take over Guerra's long-inning role.",Junior Guerra allowed run last outings IP Joe Maddon said may move higher leverage situations Thats another reason Angels Packy Naughton take Guerras longinning role,0,1
867,@PKellyMLB @TSmith363 @KMcAwsome @0Ryano2 @LouMerloni Don’t think anyone is expecting any games to get canceled. A postponement and keeping them away from the park one day for more contact tracing would be helpful for all.,PKellyMLB TSmith KMcAwsome Ryano LouMerloni Don think anyone expecting games get canceled A postponement keeping away park one day contact tracing would helpful,0,1
898,"@AndrewEdgerley He is going to be evaluated tomorrow in MMP, then they will decide",AndrewEdgerley He going evaluated tomorrow MMP decide,0,1
903,"""I don't think he has that chip on his shoulder anymore...maybe he'll look at the top 50 players that TSN put out and take a little bit of an insult to that"" - @DougBrown97   Is Zach Collaros still ZACH COLLAROS without a chip on his shoulder? ⬇️👀  https://t.co/pzbgUUycRY",I think chip shoulder anymoremaybe look top players TSN put take little bit insult DougBrown Is Zach Collaros still ZACH COLLAROS without chip shoulder httpstcopzbgUUycRY,0,1
921,Red Sox reportedly attending workout for Cole Hamels  https://t.co/x7j1LY5tv8  https://t.co/5w7efCHxe9,Red Sox reportedly attending workout Cole Hamels httpstcoxjLYtv httpstcowefCHxe,0,1
945,@_SRG24_ He doesn't have a minor league option so it behooves the Cubs to take as much time on rehab assignments as possible,SRG He minor league option behooves Cubs take much time rehab assignments possible,0,1
988,@andrewtaverna @EvanMarinofsky @ConorRyan_93 I say they are done with him UNLESS someone sucks or is injured.,andrewtaverna EvanMarinofsky ConorRyan I say done UNLESS someone sucks injured,0,1
1047,"5 relievers are enough for #Rays to cover a bullpen day in beating #Indians. with Louis Head getting his first career W. Ji-Man Choi and Austin Meadows having big nights at the plate helped, as #Rays pull even with #RedSox   https://t.co/LpOBMwwN2s",relievers enough Rays cover bullpen day beating Indians Louis Head getting first career W JiMan Choi Austin Meadows big nights plate helped Rays pull even RedSox httpstcoLpOBMwwNs,0,1
1054,If an unvaccinated player tests positive the game should be forfeited. It's their right to get the vaccine but they're putting others at risk and the team should be penalized for employing them,If unvaccinated player tests positive game forfeited Its right get vaccine putting others risk team penalized employing,0,1
1061,"Myles Straw in center. Bradley Zimmer, Oscar Mercado, Harold Ramirez and an options issue. Josh Naylor’s uncertain timeline. A Rule 5 roster crunch.   On the outlook of the outfield moving forward —   https://t.co/hph1y3uo6A",Myles Straw center Bradley Zimmer Oscar Mercado Harold Ramirez options issue Josh Naylor uncertain timeline A Rule roster crunch On outlook outfield moving forward httpstcohphyuoA,0,1
1063,"Come Inn; Kololi Rd, Serrekunda, The Gambia  https://t.co/l7tfIWJPGX  https://t.co/KIm2kHzAMY",Come Inn Kololi Rd Serrekunda The Gambia httpstcoltfIWJPGX httpstcoKImkHzAMY,0,1
1180,@WalkingTank77 @MySmithsGrocery They can't be near players due to COVID rules so they can't go  over the mound,WalkingTank MySmithsGrocery They near players due COVID rules go mound,0,1
1194,"Sources: Twins' asking price for Jose Berrios still too high for Mets' liking. They tried to circle back. Once again, didn't get traction.",Sources Twins asking price Jose Berrios still high Mets liking They tried circle back Once get traction,0,1
1195,@ineedtotalktou @Mitch_Tischler @TerpsFootball @DarrellH8 Henderson is very talented if he can stay healthy..,ineedtotalktou MitchTischler TerpsFootball DarrellH Henderson talented stay healthy,0,1
1199,SAMIL POLANCO TO THE MOON!  KAN 1 | DE 0 #HaveABlast 📸Krista Jasso  https://t.co/hBA2bkJV9E,SAMIL POLANCO TO THE MOON KAN DE HaveABlast Jasso httpstcohBAbkJVE,0,1
1233,Probably prioritizing having another arm available as opposed to having an extra bench player.,Probably prioritizing another arm available opposed extra bench player,0,1
1271,"CASES SURGE: Cobb County Schools released its weekly COVID-19 report, which shows more than 1,000 active cases over the last seven days.  https://t.co/cvOxDhSaDe",CASES SURGE Cobb County Schools released weekly COVID report shows active cases last seven days httpstcocvOxDhSaDe,0,1
1307,"It also continues to be Edwin Díaz (Yennsy too), Tomás Nido, and Francisco Lindor (not Frankie).",It also continues Edwin Díaz Yennsy Tomás Nido Francisco Lindor Frankie,0,1
1329,Blake Snell is fully vaccinated and has tested negative for Covid.,Blake Snell fully vaccinated tested negative Covid,0,1
1333,The #SFGiants against RHP Paolo Espino   LaMonte Wade Jr. – 1B Alex Dickerson – LF Mike Yastrzemski – RF Wilmer Flores – 3B Brandon Crawford – SS Donovan Solano – 2B Steven Duggar – CF Curt Casali – C Logan Webb – RHP,The SFGiants RHP Paolo Espino LaMonte Wade Jr B Alex Dickerson LF Mike Yastrzemski RF Wilmer Flores B Brandon Crawford SS Donovan Solano B Steven Duggar CF Curt Casali C Logan Webb RHP,0,1
1337,"Effectively Wild Episode 1721: Forget it, Jake. It’s Chi-Town.  https://t.co/ULe5PzsQl0",Effectively Wild Episode Forget Jake It ChiTown httpstcoULePzsQl,0,1
1342,NYCFC Head Coach Ronny Deila discusses rotating his squad amidst the absences of James Sands and Sean Johnson.  #NYCFConYES  https://t.co/WRfta3eMNs,NYCFC Head Coach Ronny Deila discusses rotating squad amidst absences James Sands Sean Johnson NYCFConYES httpstcoWRftaeMNs,0,1
1386,Updated #Buffalo #TrafficAlert - earlier injury accident in town on Broadway at Jefferson Ave has been cleared - traffic back to normal there,Updated Buffalo TrafficAlert earlier injury accident town Broadway Jefferson Ave cleared traffic back normal,0,1
1388,"'There’s no damage to his teeth. He's probably going to have a couple stitches. You have a baseball coming up in your face &amp; it’s a scary thing'  UPDATED: Miami, behind dominant freshman, wins regional opener. Bloodied Kayfus stays in game.   https://t.co/XjBDIiYT5A @CanesBaseball  https://t.co/J4bWRTzGT2",There damage teeth Hes probably going couple stitches You baseball coming face amp scary thing UPDATED Miami behind dominant freshman wins regional opener Bloodied Kayfus stays game httpstcoXjBDIiYTA CanesBaseball httpstcoJbWRTzGT,0,1
1396,José Martínez went 0-for-2 with a strikeout and played three innings in right field for the St. Lucie Mets in his first rehab game.   Photos by @ed880  https://t.co/6sR98ERby1,José Martínez went strikeout played three innings right field St Lucie Mets first rehab game Photos ed httpstcosRERby,0,1
1424,WATCH | Tokyo 2020 Paralympic Games: Women's Wheelchair Basketball - Quarterfinals - Session 1 - Day 7  https://t.co/WFmJkKvqmp,WATCH Tokyo Paralympic Games Womens Wheelchair Basketball Quarterfinals Session Day httpstcoWFmJkKvqmp,0,1
1478,The Steelers have no major injuries at all right now and I like what I saw from the starters on offense let’s just play the backups the rest of the preseason 😂,The Steelers major injuries right I like I saw starters offense let play backups rest preseason,0,1
1490,"Servais also said Shed Long is not injured but was instead replaced due to not ""busting it out of the box'' on his grounder in the fifth. Said ""we have a standard --- we are going to run hard all the time.'' Felt Long didn't do that there.",Servais also said Shed Long injured instead replaced due busting box grounder fifth Said standard going run hard time Felt Long,0,1
1531,Things that happened today:  ✅ Spent the day walking around Boston  ❌ Spent $200 on Sox tickets with the fam ❌ Spent an hour in the EMT station due to severe heat illness ❌ Saw two innings of the game before leaving due to extreme lightning 100’ away   https://t.co/cLodlJlA4f,Things happened today Spent day walking around Boston Spent Sox tickets fam Spent hour EMT station due severe heat illness Saw two innings game leaving due extreme lightning away httpstcocLodlJlAf,0,1
1590,#Yankees Lineup 08/31/21  1. DJ LeMahieu 2B 2. Anthony Rizzo 1B 3. Aaron Judge RF 4. Giancarlo Stanton DH 5. Joey Gallo LF 6. Gio Urshela SS 7. Rougned Odor 3B 8. Gary Sanchez C 9. Brett Gardner CF  Starting Pitcher : Jameson Taillon,Yankees Lineup DJ LeMahieu B Anthony Rizzo B Aaron Judge RF Giancarlo Stanton DH Joey Gallo LF Gio Urshela SS Rougned Odor B Gary Sanchez C Brett Gardner CF Starting Pitcher Jameson Taillon,0,1
1603,"Logging off until the photo of McGregor's ankle is no longer making the rounds. It's 16-1, so, yeah.",Logging photo McGregors ankle longer making rounds Its yeah,0,1
1617,Boston Red Sox manager Alex Cora explained why he won’t ask umps to go out and check pitchers for banned substances.   https://t.co/dJD6sPZqf1,Boston Red Sox manager Alex Cora explained ask umps go check pitchers banned substances httpstcodJDsPZqf,0,1
1620,"FINAL/7: Brewers 5, Mets 0  WP: Jake Cousins LP: Robert Stock  📰 Offensive troubles continued as the Mets split their fourth consecutive doubleheader.  📊 Record: 45-38 📉 Streak: L1 🏃‍♂️ Pace: 88-74  Next: July 8 vs. PIT, 7:10 p.m.",FINAL Brewers Mets WP Jake Cousins LP Robert Stock Offensive troubles continued Mets split fourth consecutive doubleheader Record Streak L Pace Next July vs PIT pm,0,1
1624,#Astros Lineup 08/07/21  1. Jose Altuve 2B 2. Michael Brantley LF 3. Carlos Correa SS 4. Yordan Alvarez DH 5. Kyle Tucker RF 6. Aledmys Diaz 3B 7. Chas McCormick CF 8. Jason Castro C 9. Taylor Jones 1B  Starting Pitcher : Luis Garcia,Astros Lineup Jose Altuve B Michael Brantley LF Carlos Correa SS Yordan Alvarez DH Kyle Tucker RF Aledmys Diaz B Chas McCormick CF Jason Castro C Taylor Jones B Starting Pitcher Luis Garcia,0,1
1638,"Well, that explains Tom Goodwin's absence.   Will Venable positive. Jarren Duran and J.D. Martinez isolating at the team hotel awaiting their results. #RedSox",Well explains Tom Goodwins absence Will Venable positive Jarren Duran JD Martinez isolating team hotel awaiting results RedSox,0,1
1669,The Expert League FAAB Review: Week 19 by @MikeGianella   https://t.co/p8mzR2zIDR  https://t.co/eArDCFJc8E,The Expert League FAAB Review Week MikeGianella httpstcopmzRzIDR httpstcoeArDCFJcE,0,1
1679,Blake Snell has been scratched from his scheduled start tonight.  Craig Stammen will start.,Blake Snell scratched scheduled start tonight Craig Stammen start,0,1
1688,@MLB I don't see the Yankees listed anywhere. Surely I must just be missing them because I was told all offseason that they were a serious contender?,MLB I see Yankees listed anywhere Surely I must missing I told offseason serious contender,0,1
1691,Watching this team is taking years off of my life. This is not healthy,Watching team taking years life This healthy,0,1
1703,@apb17762 The timing likely was impacted by the late roster move.,apb The timing likely impacted late roster move,0,1
1711,"Maybe the Astros will fix the bullpen in the off-season. It’s only been an issue going into the off-season last year, and the year before that, and the one before that. Hell even in 2017 it was an issue. Starters closing out games on short rest isn’t a sign of a strong pen.",Maybe Astros fix bullpen offseason It issue going offseason last year year one Hell even issue Starters closing games short rest sign strong pen,0,1
1727,Tough road. Good luck getting healthy,Tough road Good luck getting healthy,0,1
1735,Digital Content Producer - PGA of America Corporate (Frisco · TX)  https://t.co/w6U4Bk6Ghe,Digital Content Producer PGA America Corporate Frisco TX httpstcowUBkGhe,0,1
1738,"Per @jeffzrebiec , QB Trace McSorley indeed returning to #Ravens via practice squad",Per jeffzrebiec QB Trace McSorley indeed returning Ravens via practice squad,0,1
1742,"The Diamondbacks have recalled outfielder Stuard Fairchild from Triple-A and activated right-hander Jordan Weems, who was claimed off waivers yesterday. Outfielder Nick Heath was optioned.",The Diamondbacks recalled outfielder Stuard Fairchild TripleA activated righthander Jordan Weems claimed waivers yesterday Outfielder Nick Heath optioned,0,1
1784,Or maybe he dropped a hand weight on his toe!,Or maybe dropped hand weight toe,0,1
1808,"COVID CASES IN SCHOOLS: Districts across the metro are reporting new cases, some before the first day of class even began. Here is a running list of active cases.  https://t.co/op1LxpslH8",COVID CASES IN SCHOOLS Districts across metro reporting new cases first day class even began Here running list active cases httpstcoopLxpslH,0,1
1854,How to Turn Win-Win-Win into No-Win in a Few Short Hours  https://t.co/xuC0LIO6Ol,How Turn WinWinWin NoWin Few Short Hours httpstcoxuCLIOOl,0,1
1897,VIDEO: Jaylon Johnson Looks More Than Ready For His CB1 Ascension  #Bears  https://t.co/Md08H24nJc  https://t.co/anYXbHTWM2,VIDEO Jaylon Johnson Looks More Than Ready For His CB Ascension Bears httpstcoMdHnJc httpstcoanYXbHTWM,0,1
1936,@RC_cog @user188276 Exercise and eating healthy prevents an infection from a virus?  Where do you guys come up with this stuff?,RCcog user Exercise eating healthy prevents infection virus Where guys come stuff,0,1
1938,Jack Flaherty is getting rocked. He just gave up back-to-back homers.  He's throwing fastballs under 90 mph. And out comes a trainer.,Jack Flaherty getting rocked He gave backtoback homers Hes throwing fastballs mph And comes trainer,0,1
1972,Dylan Moore takes over for Shed Long at second base after Long appeared to tweak something in his leg running to first in the top of the inning.,Dylan Moore takes Shed Long second base Long appeared tweak something leg running first top inning,0,1
1994,@JeffRWLawyer I def didn't see the double-digit division lead coming but when the injury happened they were up 2.5 on Cleveland and 5.5 on Minnesota. They probably still had the best odds to win the division (albeit not by much).,JeffRWLawyer I def see doubledigit division lead coming injury happened Cleveland Minnesota They probably still best odds win division albeit much,0,1
2044,#Brewers bounce back after blowing two late leads in opener to blank Mets 5-0 in nightcap of doubleheader. It avoids three-game sweep in New York and prevents four-game losing streak before returning home for big series vs. Cincy.,Brewers bounce back blowing two late leads opener blank Mets nightcap doubleheader It avoids threegame sweep New York prevents fourgame losing streak returning home big series vs Cincy,0,1
2051,Transactions: 3B Will Toffey: AAA-active RHP Norwith Gudiño: AA -&gt; AAA SS Will Wilson: A+ -&gt; AA OF Diego Rincones: A+ -&gt; AA INF Nolan Dempsey: ACL -&gt; A+ INF/OF Tyler Wyatt: ACL -&gt; A RHP Abel Adames: ACL -&gt; A 1B Garrett Frechette: A -&gt; ACL RHP Lisander De La Cruz: ACL-active,Transactions B Will Toffey AAAactive RHP Norwith Gudiño AA gt AAA SS Will Wilson A gt AA OF Diego Rincones A gt AA INF Nolan Dempsey ACL gt A INFOF Tyler Wyatt ACL gt A RHP Abel Adames ACL gt A B Garrett Frechette A gt ACL RHP Lisander De La Cruz ACLactive,0,1
2111,Chase Claypool Hoping For ‘More Diverse Route Tree’ In Matt Canada’s Offense So DBs ‘Can’t Be Cheating So Much’  https://t.co/am3XzVLcRh,Chase Claypool Hoping For More Diverse Route Tree In Matt Canada Offense So DBs Can Be Cheating So Much httpstcoamXzVLcRh,0,1
2121,"Troy Polamalu Describes His ‘Humbling, Humiliating’ Rookie Season -  #HereWeGo #Steelers #NFL  https://t.co/tIwd2ofl1z",Troy Polamalu Describes His Humbling Humiliating Rookie Season HereWeGo Steelers NFL httpstcotIwdoflz,0,1
2143,"When asked about Andrew Stevenson earlier, Dave Martinez said he wants to keep getting him four ABs a game in Rochester. Interested to see what the Nationals will do post-All Star break. I'd think there's a solid chance Stevenson comes back and Yadiel Hernandez is optioned.",When asked Andrew Stevenson earlier Dave Martinez said wants keep getting four ABs game Rochester Interested see Nationals postAll Star break I would think solid chance Stevenson comes back Yadiel Hernandez optioned,0,1
2144,Hinch said Boyd is ‘penciled in’ to start at Comerica Park Sunday. Haase expected back Friday.,Hinch said Boyd penciled start Comerica Park Sunday Haase expected back Friday,0,1
2162,"Rancho won 8-6  J Ramos 1-3, HR, 2 RBI S McWilliams 2-5, 2B J vivas 3-3, RBI A De Jongh 2-4, HR, 3 RBI  J Lewis 3 IP, 5 H, 3 R, 1 BB, 1 K K Hurt 2 IP, 1 H, 0 R, 3 BB, 1 K",Rancho J Ramos HR RBI S McWilliams B J vivas RBI A De Jongh HR RBI J Lewis IP H R BB K K Hurt IP H R BB K,0,1
2228,‘The Witcher’s’ Emma Appleton and ‘The Morning Show’s’ Bel Powley Set for Dolly Alderton’s ‘Everything I Know About Love’ Adaptation  https://t.co/dQrrdlXYHY,The Witcher Emma Appleton The Morning Show Bel Powley Set Dolly Alderton Everything I Know About Love Adaptation httpstcodQrrdlXYHY,0,1
2237,A Black Man is Guilty until proven Innocent....just beat my case against Chicago Police this morning!! Now I can tell yall all about it while my next lawyer gets the bag for me against CPD...Me vs. The City of Chicago coming soon  https://t.co/C6DTjAhImn,A Black Man Guilty proven Innocentjust beat case Chicago Police morning Now I tell yall next lawyer gets bag CPDMe vs The City Chicago coming soon httpstcoCDTjAhImn,0,1
2246,"Seven Capitol Police officers sue Trump, right-wing groups over injuries from Jan. 6 riot  https://t.co/k9VIe3zTZw",Seven Capitol Police officers sue Trump rightwing groups injuries Jan riot httpstcokVIezTZw,0,1
2294,@spencer_martin @BaseballJeff1 One of those rare cases where dealing off the major league roster ends up having a positive overall impact. 5.5 GB the day of that trade which turned out to be low water mark for season. Won division going away by 6 gm,spencermartin BaseballJeff One rare cases dealing major league roster ends positive overall impact GB day trade turned low water mark season Won division going away gm,0,1
2314,"ESPN's Jay Williams tests positive for coronavirus, won't broadcast rest of NBA Finals on ABC  https://t.co/KreOjtCJ8x",ESPNs Jay Williams tests positive coronavirus broadcast rest NBA Finals ABC httpstcoKreOjtCJx,0,1
2380,"That's game. Reds 11, Pirates 3.  Reynolds fell a double shy of the cycle. Alford doubled twice and had three hits in his return to the bigs.  Abandon all hope ye who check the boxscore after that.  Pirates fall to 41-70. This series will come to a merciful end tomorrow afternoon",Thats game Reds Pirates Reynolds fell double shy cycle Alford doubled twice three hits return bigs Abandon hope ye check boxscore Pirates fall This series come merciful end tomorrow afternoon,0,1
2434,David Bell said he anticipates activating Jeff Hoffman after the break.  “He is a guy that we’ll want as one of our 13 or 14 pitchers on our staff.”  No role determination yet.,David Bell said anticipates activating Jeff Hoffman break He guy want one pitchers staff No role determination yet,0,1
2444,"When it comes to weather forecasting by the Cubs, add Royals manager Mike Matheny to the long list of skeptics.   https://t.co/VjmpM4pK8K",When comes weather forecasting Cubs add Royals manager Mike Matheny long list skeptics httpstcoVjmpMpKK,0,1
2469,@CavemanGamer Personally I don’t think the reports are 100% true. I can imagine their being more focus of development but I don’t think it means full fcw. I think it likely will be more like how nxt was in the wwe network years - where there was a faster progression to move ppl up,CavemanGamer Personally I think reports true I imagine focus development I think means full fcw I think likely like nxt wwe network years faster progression move ppl,0,1
2472,Another Decade Together: Paul Wesley and Ian Somerhalder Talk Their Newly Launched Bourbon Brand Brother’s Bond  https://t.co/d44ZtBvorL,Another Decade Together Paul Wesley Ian Somerhalder Talk Their Newly Launched Bourbon Brand Brother Bond httpstcodZtBvorL,0,1
2504,"This week, Brazil’s president Bolsonaro was hospitalized with",This week Brazil president Bolsonaro hospitalized,0,1
2535,@NDTwinsfan Possible. Really not sure. This was his first on 5 days rest since May too.,NDTwinsfan Possible Really sure This first days rest since May,0,1
2550,Tony La Russa said Craig Kimbrel was not available tonight. He said it was not an arm related situation,Tony La Russa said Craig Kimbrel available tonight He said arm related situation,0,1
2571,It won't be long before Max Fried starts getting the Barry Bonds treatment.,It long Max Fried starts getting Barry Bonds treatment,0,1
